ResultID	accuracy	f1_score	hyperparameter_config	PIN	ModelID	version_no	DatasetID
1311	0.8091	0.7267	lr=5e-5;batch=32;SGD	849046	5010	1.0	9018
1312	0.7103	0.7026	lr=4e-5;batch=32;AdamW;wd=0.01	849046	5010	1.0	9018
1313	0.784	0.6168	lr=2e-5;batch=48;AdamW;warmup=100	849046	5010	1.0	9018
1314	0.8244	0.6565	lr=3e-5;batch=64;AdamW	796418	5027	2.0	9019
1315	0.9763	0.5991	lr=3e-5;batch=48;RMSProp	913987	5025	2.0	9040
1316	0.9308	0.6466	lr=1e-4;batch=16;SGD	913987	5025	2.0	9040
1317	0.8563	0.8278	lr=2e-5;batch=32;AdamW	913987	5025	2.0	9040
1318	0.9114	0.9061	lr=5e-6;batch=8;AdamW	446613	5020	1.0	9039
1319	0.9124	0.5914	lr=3e-5;batch=48;RMSProp	766180	5029	1.0	9006
1320	0.7435	0.7314	lr=5e-5;batch=32;SGD	766180	5029	1.0	9006
1321	0.9745	0.6412	lr=4e-5;batch=32;AdamW;wd=0.01	766180	5029	1.0	9006
1322	0.6832	0.6698	lr=2e-5;batch=32;AdamW	766180	5029	1.0	9006
1323	0.8517	0.6496	lr=8e-6;batch=24;Adagrad	234835	5021	4.0	9033
1324	0.8263	0.7681	lr=8e-6;batch=24;Adagrad	266037	5032	2.0	9047
1325	0.8214	0.7593	lr=4e-5;batch=32;AdamW;wd=0.01	266037	5032	2.0	9047
1326	0.9206	0.7503	lr=3e-5;batch=48;RMSProp	266037	5032	2.0	9047
1327	0.7093	0.5513	lr=1e-5;batch=128;Adam	266037	5032	2.0	9047
1328	0.924	0.6335	lr=2e-4;batch=64;Lion	869646	5026	3.0	9038
1329	0.8646	0.5732	lr=1e-5;batch=128;Adam	869646	5026	3.0	9038
1330	0.6072	0.6035	lr=5e-5;batch=32;SGD	869646	5026	3.0	9038
1331	0.7138	0.6574	lr=3e-5;batch=48;RMSProp	159914	5009	3.0	9027
1332	0.9221	0.9083	lr=1e-5;batch=128;Adam	373000	5027	5.0	9043
1333	0.9396	0.608	lr=2e-4;batch=64;Lion	373000	5027	5.0	9043
1334	0.9099	0.5817	lr=1e-4;batch=16;SGD	296321	5032	1.0	9012
1335	0.7633	0.7391	lr=5e-5;batch=32;SGD	296321	5032	1.0	9012
1336	0.8226	0.6866	lr=3e-5;batch=48;RMSProp	296321	5032	1.0	9012
1337	0.8327	0.8151	lr=8e-6;batch=24;Adagrad	296321	5032	1.0	9012
1338	0.6536	0.5912	lr=4e-5;batch=32;AdamW;wd=0.01	936582	5017	2.0	9017
1339	0.6075	0.5645	lr=2e-5;batch=48;AdamW;warmup=100	936582	5017	2.0	9017
1340	0.874	0.7896	lr=2e-4;batch=64;Lion	936582	5017	2.0	9017
1341	0.8901	0.6311	lr=8e-6;batch=24;Adagrad	470310	5004	2.0	9042
1342	0.7726	0.6605	lr=3e-5;batch=48;RMSProp	470310	5004	2.0	9042
1343	0.6964	0.6597	lr=4e-5;batch=32;AdamW;wd=0.01	470310	5004	2.0	9042
1344	0.6943	0.616	lr=2e-5;batch=48;AdamW;warmup=100	689093	5028	3.0	9010
1345	0.759	0.5842	lr=4e-5;batch=32;AdamW;wd=0.01	689093	5028	3.0	9010
1346	0.9137	0.8194	lr=5e-6;batch=8;AdamW	689093	5028	3.0	9010
1347	0.7873	0.649	lr=2e-4;batch=64;Lion	689093	5028	3.0	9010
1348	0.8351	0.7564	lr=2e-4;batch=64;Lion	216758	5009	1.0	9018
1349	0.635	0.6094	lr=3e-5;batch=48;RMSProp	216758	5009	1.0	9018
1350	0.9492	0.7758	lr=3e-5;batch=64;AdamW	216758	5009	1.0	9018
1351	0.6805	0.6532	lr=1e-5;batch=128;Adam	216758	5009	1.0	9018
1352	0.9014	0.7732	lr=2e-5;batch=32;AdamW	237927	5026	3.0	9041
1353	0.7774	0.7366	lr=1e-5;batch=16;AdamW	237927	5026	3.0	9041
1354	0.6094	0.5894	lr=5e-6;batch=8;AdamW	237927	5026	3.0	9041
1355	0.9504	0.8009	lr=3e-5;batch=48;RMSProp	283986	5012	1.0	9035
1356	0.6219	0.5807	lr=8e-6;batch=24;Adagrad	511228	5021	1.0	9002
1357	0.6371	0.5581	lr=1e-5;batch=16;AdamW	511228	5021	1.0	9002
1358	0.7378	0.6304	lr=2e-5;batch=48;AdamW;warmup=100	511228	5021	1.0	9002
1359	0.6444	0.6424	lr=1e-5;batch=128;Adam	878930	5025	1.0	9001
1360	0.8014	0.678	lr=5e-6;batch=8;AdamW	651115	5018	3.0	9021
1361	0.7312	0.6252	lr=3e-5;batch=48;RMSProp	651115	5018	3.0	9021
1362	0.835	0.5529	lr=1e-5;batch=128;Adam	651115	5018	3.0	9021
1363	0.9476	0.8111	lr=3e-5;batch=64;AdamW	651115	5018	3.0	9021
1364	0.897	0.8206	lr=2e-5;batch=32;AdamW	651115	5018	3.0	9021
1365	0.9346	0.7284	lr=3e-5;batch=48;RMSProp	875264	5028	3.0	9046
1366	0.8437	0.6093	lr=5e-6;batch=8;AdamW	875264	5028	3.0	9046
1367	0.9404	0.8037	lr=1e-5;batch=16;AdamW	875264	5028	3.0	9046
1368	0.7002	0.6652	lr=2e-4;batch=64;Lion	875264	5028	3.0	9046
1369	0.6565	0.5936	lr=2e-4;batch=64;Lion	621636	5024	5.0	9006
1370	0.6568	0.5949	lr=3e-5;batch=64;AdamW	673217	5005	2.0	9002
1371	0.904	0.8833	lr=5e-5;batch=32;SGD	673217	5005	2.0	9002
1372	0.7794	0.7047	lr=1e-5;batch=16;AdamW	673217	5005	2.0	9002
1373	0.6101	0.5637	lr=3e-5;batch=48;RMSProp	673217	5005	2.0	9002
1374	0.6751	0.5717	lr=4e-5;batch=32;AdamW;wd=0.01	673217	5005	2.0	9002
1375	0.9475	0.9168	lr=2e-4;batch=64;Lion	896369	5032	4.0	9039
1376	0.7098	0.6515	lr=2e-5;batch=32;AdamW	896369	5032	4.0	9039
1377	0.9279	0.8583	lr=5e-5;batch=32;SGD	896369	5032	4.0	9039
1378	0.6534	0.5978	lr=4e-5;batch=32;AdamW;wd=0.01	896369	5032	4.0	9039
1379	0.8362	0.6085	lr=8e-6;batch=24;Adagrad	896369	5032	4.0	9039
1380	0.707	0.6262	lr=3e-5;batch=48;RMSProp	318073	5021	2.0	9036
1381	0.6993	0.5573	lr=5e-6;batch=8;AdamW	318073	5021	2.0	9036
1382	0.9349	0.6682	lr=2e-5;batch=32;AdamW	318073	5021	2.0	9036
1383	0.6764	0.5786	lr=3e-5;batch=64;AdamW	623671	5022	1.0	9018
1384	0.6182	0.6022	lr=3e-5;batch=48;RMSProp	623671	5022	1.0	9018
1385	0.9208	0.9125	lr=8e-6;batch=24;Adagrad	623671	5022	1.0	9018
1386	0.9537	0.8449	lr=2e-5;batch=32;AdamW	623671	5022	1.0	9018
1387	0.8214	0.6391	lr=5e-6;batch=8;AdamW	623671	5022	1.0	9018
1388	0.6331	0.5637	lr=1e-4;batch=16;SGD	565766	5024	3.0	9042
1389	0.9728	0.7524	lr=3e-5;batch=64;AdamW	565766	5024	3.0	9042
1390	0.6296	0.5808	lr=1e-5;batch=16;AdamW	565766	5024	3.0	9042
1391	0.7331	0.7321	lr=5e-5;batch=32;SGD	565766	5024	3.0	9042
1392	0.9658	0.5952	lr=5e-5;batch=32;SGD	379249	5017	4.0	9041
1393	0.8436	0.7687	lr=2e-5;batch=48;AdamW;warmup=100	379249	5017	4.0	9041
1394	0.7308	0.6986	lr=8e-6;batch=24;Adagrad	379249	5017	4.0	9041
1395	0.9295	0.8049	lr=4e-5;batch=32;AdamW;wd=0.01	379249	5017	4.0	9041
1396	0.9551	0.6372	lr=5e-6;batch=8;AdamW	134982	5005	2.0	9041
1397	0.8079	0.5589	lr=2e-5;batch=48;AdamW;warmup=100	164553	5021	5.0	9034
1398	0.7815	0.6061	lr=2e-4;batch=64;Lion	164553	5021	5.0	9034
1399	0.7358	0.6372	lr=8e-6;batch=24;Adagrad	626869	5017	5.0	9031
1400	0.7803	0.5857	lr=2e-5;batch=32;AdamW	626869	5017	5.0	9031
1401	0.8422	0.8339	lr=3e-5;batch=64;AdamW	626869	5017	5.0	9031
1402	0.6772	0.622	lr=2e-5;batch=48;AdamW;warmup=100	660384	5024	5.0	9028
1403	0.8136	0.6792	lr=5e-6;batch=8;AdamW	660384	5024	5.0	9028
1404	0.9157	0.8286	lr=1e-4;batch=16;SGD	660384	5024	5.0	9028
1405	0.7207	0.5743	lr=8e-6;batch=24;Adagrad	660384	5024	5.0	9028
1406	0.6543	0.5916	lr=2e-5;batch=48;AdamW;warmup=100	158486	5024	4.0	9022
1407	0.613	0.6113	lr=4e-5;batch=32;AdamW;wd=0.01	180187	5025	1.0	9037
1408	0.9202	0.6533	lr=5e-5;batch=32;SGD	180187	5025	1.0	9037
1409	0.6253	0.6215	lr=3e-5;batch=48;RMSProp	180187	5025	1.0	9037
1410	0.7051	0.6182	lr=2e-5;batch=32;AdamW	180187	5025	1.0	9037
1411	0.7991	0.6811	lr=2e-5;batch=48;AdamW;warmup=100	982921	5012	1.0	9039
1412	0.8448	0.7495	lr=3e-5;batch=48;RMSProp	982921	5012	1.0	9039
1413	0.6991	0.6156	lr=8e-6;batch=24;Adagrad	982921	5012	1.0	9039
1414	0.6321	0.591	lr=2e-5;batch=32;AdamW	446613	5025	2.0	9019
1415	0.7805	0.5984	lr=2e-5;batch=48;AdamW;warmup=100	446613	5025	2.0	9019
1416	0.8455	0.6443	lr=5e-5;batch=32;SGD	446613	5025	2.0	9019
1417	0.7207	0.6286	lr=4e-5;batch=32;AdamW;wd=0.01	151167	5017	2.0	9041
1418	0.6574	0.5718	lr=1e-4;batch=16;SGD	164553	5024	2.0	9033
1419	0.8945	0.6806	lr=2e-5;batch=48;AdamW;warmup=100	164553	5024	2.0	9033
1420	0.862	0.5668	lr=2e-4;batch=64;Lion	164553	5024	2.0	9033
1421	0.8286	0.7772	lr=4e-5;batch=32;AdamW;wd=0.01	164553	5024	2.0	9033
1422	0.7968	0.6507	lr=3e-5;batch=48;RMSProp	488372	5011	1.0	9031
1423	0.7163	0.5681	lr=3e-5;batch=48;RMSProp	197783	5001	3.0	9007
1424	0.6082	0.5788	lr=1e-5;batch=128;Adam	197783	5001	3.0	9007
1425	0.9547	0.7291	lr=3e-5;batch=64;AdamW	197783	5001	3.0	9007
1426	0.9176	0.8775	lr=8e-6;batch=24;Adagrad	197783	5001	3.0	9007
1427	0.8613	0.7091	lr=2e-5;batch=48;AdamW;warmup=100	197783	5001	3.0	9007
1428	0.7141	0.6918	lr=2e-4;batch=64;Lion	824938	5005	1.0	9029
1429	0.6988	0.6101	lr=1e-5;batch=128;Adam	824938	5005	1.0	9029
1430	0.9573	0.7304	lr=3e-5;batch=48;RMSProp	824938	5005	1.0	9029
1431	0.8215	0.6228	lr=8e-6;batch=24;Adagrad	413915	5030	1.0	9012
1432	0.8989	0.6919	lr=2e-5;batch=32;AdamW	413915	5030	1.0	9012
1433	0.7846	0.6956	lr=1e-5;batch=128;Adam	413915	5030	1.0	9012
1434	0.6726	0.6657	lr=4e-5;batch=32;AdamW;wd=0.01	413915	5030	1.0	9012
1435	0.9147	0.882	lr=1e-4;batch=16;SGD	413915	5030	1.0	9012
1436	0.8373	0.7749	lr=1e-4;batch=16;SGD	653158	5028	3.0	9005
1437	0.6331	0.6124	lr=5e-5;batch=32;SGD	653158	5028	3.0	9005
1438	0.7961	0.752	lr=3e-5;batch=48;RMSProp	653158	5028	3.0	9005
1439	0.8949	0.8936	lr=2e-5;batch=32;AdamW	653158	5028	3.0	9005
1440	0.9625	0.803	lr=5e-6;batch=8;AdamW	411085	5017	5.0	9027
1441	0.8033	0.6355	lr=1e-5;batch=16;AdamW	411085	5017	5.0	9027
1442	0.9163	0.815	lr=2e-5;batch=48;AdamW;warmup=100	411085	5017	5.0	9027
1443	0.6699	0.6479	lr=1e-4;batch=16;SGD	411085	5017	5.0	9027
1444	0.6803	0.6535	lr=4e-5;batch=32;AdamW;wd=0.01	411085	5017	5.0	9027
1445	0.7913	0.561	lr=1e-5;batch=128;Adam	470310	5021	2.0	9016
1446	0.7522	0.7196	lr=5e-6;batch=8;AdamW	470310	5021	2.0	9016
1447	0.8669	0.765	lr=8e-6;batch=24;Adagrad	470310	5021	2.0	9016
1448	0.603	0.5807	lr=1e-5;batch=16;AdamW	470310	5021	2.0	9016
1449	0.7443	0.742	lr=5e-5;batch=32;SGD	862336	5004	2.0	9011
1450	0.6463	0.6335	lr=4e-5;batch=32;AdamW;wd=0.01	862336	5004	2.0	9011
1451	0.8212	0.5698	lr=2e-4;batch=64;Lion	862336	5004	2.0	9011
1452	0.9778	0.6338	lr=3e-5;batch=64;AdamW	862336	5004	2.0	9011
1453	0.6745	0.5974	lr=3e-5;batch=48;RMSProp	150511	5011	1.0	9042
1454	0.7567	0.609	lr=1e-5;batch=16;AdamW	150511	5011	1.0	9042
1455	0.9566	0.6114	lr=1e-5;batch=16;AdamW	140350	5017	3.0	9049
1456	0.6685	0.5514	lr=3e-5;batch=64;AdamW	140350	5017	3.0	9049
1457	0.6291	0.5976	lr=2e-5;batch=48;AdamW;warmup=100	140350	5017	3.0	9049
1458	0.9028	0.5926	lr=8e-6;batch=24;Adagrad	140350	5017	3.0	9049
1459	0.6978	0.6463	lr=5e-6;batch=8;AdamW	140350	5017	3.0	9049
1460	0.6672	0.6343	lr=2e-4;batch=64;Lion	296952	5004	3.0	9008
1461	0.9057	0.7746	lr=5e-5;batch=32;SGD	296952	5029	1.0	9041
1462	0.659	0.6476	lr=2e-5;batch=48;AdamW;warmup=100	296952	5029	1.0	9041
1463	0.758	0.7365	lr=2e-4;batch=64;Lion	296952	5029	1.0	9041
1464	0.8311	0.8093	lr=5e-5;batch=32;SGD	756541	5016	5.0	9014
1465	0.7008	0.5853	lr=4e-5;batch=32;AdamW;wd=0.01	756541	5016	5.0	9014
1466	0.9466	0.7195	lr=1e-4;batch=16;SGD	756541	5016	5.0	9014
1467	0.8532	0.7258	lr=3e-5;batch=48;RMSProp	756541	5016	5.0	9014
1468	0.6335	0.5764	lr=2e-5;batch=48;AdamW;warmup=100	611761	5017	5.0	9026
1469	0.7503	0.7238	lr=5e-5;batch=32;SGD	234835	5011	1.0	9042
1470	0.6079	0.6002	lr=1e-5;batch=128;Adam	234835	5011	1.0	9042
1471	0.7897	0.6229	lr=2e-5;batch=32;AdamW	234835	5011	1.0	9042
1472	0.8369	0.8059	lr=1e-4;batch=16;SGD	234835	5011	1.0	9042
1473	0.8178	0.751	lr=1e-5;batch=16;AdamW	234835	5011	1.0	9042
1474	0.7335	0.5572	lr=5e-5;batch=32;SGD	333589	5021	5.0	9021
1475	0.6816	0.5798	lr=4e-5;batch=32;AdamW;wd=0.01	333589	5021	5.0	9021
1476	0.6993	0.6914	lr=2e-5;batch=32;AdamW	333589	5021	5.0	9021
1477	0.7416	0.7049	lr=2e-4;batch=64;Lion	333589	5021	5.0	9021
1478	0.9365	0.6269	lr=1e-5;batch=16;AdamW	333589	5021	5.0	9021
1479	0.9428	0.8243	lr=1e-5;batch=16;AdamW	140350	5021	1.0	9042
1480	0.9399	0.8488	lr=8e-6;batch=24;Adagrad	140350	5021	1.0	9042
1481	0.6184	0.617	lr=3e-5;batch=64;AdamW	326209	5013	1.0	9035
1482	0.6529	0.5545	lr=1e-4;batch=16;SGD	326209	5013	1.0	9035
1483	0.6274	0.6097	lr=3e-5;batch=48;RMSProp	326209	5013	1.0	9035
1484	0.7543	0.5939	lr=5e-5;batch=32;SGD	326209	5013	1.0	9035
1485	0.9616	0.8785	lr=4e-5;batch=32;AdamW;wd=0.01	326209	5013	1.0	9035
1486	0.9546	0.6091	lr=3e-5;batch=48;RMSProp	896369	5008	1.0	9009
1487	0.7611	0.7427	lr=8e-6;batch=24;Adagrad	896369	5008	1.0	9009
1488	0.9079	0.6225	lr=1e-4;batch=16;SGD	896369	5008	1.0	9009
1489	0.6258	0.6213	lr=5e-5;batch=32;SGD	896369	5008	1.0	9009
1490	0.7818	0.623	lr=1e-5;batch=16;AdamW	896369	5008	1.0	9009
1491	0.8841	0.6912	lr=1e-4;batch=16;SGD	582112	5022	1.0	9024
1492	0.7638	0.5699	lr=1e-5;batch=128;Adam	582112	5022	1.0	9024
1493	0.7681	0.6814	lr=4e-5;batch=32;AdamW;wd=0.01	582112	5022	1.0	9024
1494	0.845	0.7449	lr=1e-5;batch=16;AdamW	810380	5002	4.0	9027
1495	0.8571	0.6512	lr=8e-6;batch=24;Adagrad	810380	5002	4.0	9027
1496	0.9603	0.761	lr=5e-5;batch=32;SGD	810380	5002	4.0	9027
1497	0.6711	0.6474	lr=2e-4;batch=64;Lion	810380	5002	4.0	9027
1498	0.7934	0.656	lr=2e-5;batch=32;AdamW	810380	5002	4.0	9027
1499	0.8605	0.5736	lr=1e-4;batch=16;SGD	411271	5001	3.0	9039
1500	0.9137	0.635	lr=1e-5;batch=16;AdamW	411271	5001	3.0	9039
1501	0.9396	0.688	lr=1e-5;batch=128;Adam	411271	5001	3.0	9039
1502	0.6026	0.6022	lr=8e-6;batch=24;Adagrad	411271	5001	3.0	9039
1503	0.8563	0.6311	lr=2e-5;batch=48;AdamW;warmup=100	411271	5001	3.0	9039
1504	0.6167	0.6085	lr=5e-5;batch=32;SGD	667426	5002	3.0	9005
1505	0.962	0.8719	lr=3e-5;batch=64;AdamW	667426	5002	3.0	9005
1506	0.9214	0.6736	lr=2e-5;batch=48;AdamW;warmup=100	667426	5002	3.0	9005
1507	0.7401	0.5904	lr=2e-5;batch=32;AdamW	667426	5002	3.0	9005
1508	0.7255	0.6271	lr=3e-5;batch=64;AdamW	869646	5005	1.0	9027
1509	0.6996	0.6861	lr=2e-5;batch=48;AdamW;warmup=100	869646	5028	2.0	9041
1510	0.7251	0.6617	lr=1e-5;batch=16;AdamW	869646	5028	2.0	9041
1511	0.861	0.6243	lr=1e-4;batch=16;SGD	899981	5027	1.0	9012
1512	0.6832	0.58	lr=2e-4;batch=64;Lion	899981	5027	1.0	9012
1513	0.6458	0.5907	lr=2e-5;batch=48;AdamW;warmup=100	899981	5027	1.0	9012
1514	0.6172	0.5968	lr=3e-5;batch=64;AdamW	899981	5027	1.0	9012
1515	0.7379	0.7243	lr=8e-6;batch=24;Adagrad	899981	5027	1.0	9012
1516	0.822	0.7561	lr=2e-4;batch=64;Lion	379249	5018	4.0	9025
1517	0.9646	0.7981	lr=1e-5;batch=16;AdamW	379249	5018	4.0	9025
1518	0.9287	0.758	lr=1e-4;batch=16;SGD	379249	5018	4.0	9025
1519	0.8516	0.8298	lr=5e-5;batch=32;SGD	582112	5013	1.0	9012
1520	0.6311	0.6011	lr=2e-5;batch=32;AdamW	582112	5013	1.0	9012
1521	0.6935	0.6053	lr=5e-6;batch=8;AdamW	582112	5013	1.0	9012
1522	0.6003	0.5891	lr=2e-5;batch=32;AdamW	660384	5031	3.0	9017
1523	0.8184	0.7837	lr=8e-6;batch=24;Adagrad	660384	5031	3.0	9017
1524	0.7424	0.6334	lr=3e-5;batch=48;RMSProp	660384	5031	3.0	9017
1525	0.9393	0.9136	lr=1e-4;batch=16;SGD	395804	5020	1.0	9049
1526	0.773	0.6226	lr=2e-4;batch=64;Lion	875264	5018	5.0	9033
1527	0.8504	0.8257	lr=8e-6;batch=24;Adagrad	974239	5021	4.0	9049
1528	0.8294	0.6277	lr=2e-5;batch=48;AdamW;warmup=100	511228	5013	3.0	9029
1529	0.6514	0.5684	lr=3e-5;batch=48;RMSProp	511228	5013	3.0	9029
1530	0.7607	0.6303	lr=2e-5;batch=48;AdamW;warmup=100	376748	5029	4.0	9006
1531	0.965	0.6232	lr=4e-5;batch=32;AdamW;wd=0.01	376748	5029	4.0	9006
1532	0.7358	0.602	lr=3e-5;batch=64;AdamW	376748	5029	4.0	9006
1533	0.7453	0.6244	lr=1e-5;batch=16;AdamW	376748	5029	4.0	9006
1534	0.9698	0.6007	lr=5e-6;batch=8;AdamW	713572	5030	5.0	9032
1535	0.821	0.7408	lr=4e-5;batch=32;AdamW;wd=0.01	713572	5030	5.0	9032
1536	0.6701	0.6557	lr=1e-5;batch=16;AdamW	713572	5030	5.0	9032
1537	0.8148	0.7588	lr=2e-5;batch=48;AdamW;warmup=100	464659	5004	2.0	9007
1538	0.9446	0.9088	lr=5e-6;batch=8;AdamW	464659	5004	2.0	9007
1539	0.7655	0.6391	lr=2e-5;batch=32;AdamW	761550	5009	5.0	9006
1540	0.6614	0.6403	lr=2e-5;batch=48;AdamW;warmup=100	437659	5010	3.0	9032
1541	0.9215	0.8661	lr=8e-6;batch=24;Adagrad	437659	5010	3.0	9032
1542	0.8998	0.5966	lr=2e-4;batch=64;Lion	896369	5013	3.0	9005
1543	0.6275	0.6045	lr=2e-5;batch=32;AdamW	896369	5013	3.0	9005
1544	0.6643	0.5948	lr=4e-5;batch=32;AdamW;wd=0.01	896369	5013	3.0	9005
1545	0.8813	0.7378	lr=2e-4;batch=64;Lion	788425	5013	2.0	9048
1546	0.8201	0.7064	lr=3e-5;batch=48;RMSProp	896369	5002	4.0	9013
1547	0.6519	0.5973	lr=2e-5;batch=32;AdamW	896369	5002	4.0	9013
1548	0.8607	0.6231	lr=1e-4;batch=16;SGD	138853	5009	3.0	9005
1549	0.6563	0.6483	lr=4e-5;batch=32;AdamW;wd=0.01	138853	5009	3.0	9005
1550	0.9186	0.6173	lr=1e-5;batch=128;Adam	138853	5009	3.0	9005
1551	0.9294	0.5779	lr=2e-5;batch=48;AdamW;warmup=100	138853	5009	3.0	9005
1552	0.8691	0.6726	lr=5e-5;batch=32;SGD	954163	5010	1.0	9016
1553	0.682	0.6388	lr=2e-5;batch=48;AdamW;warmup=100	954163	5010	1.0	9016
1554	0.6958	0.5512	lr=5e-6;batch=8;AdamW	954163	5010	1.0	9016
1555	0.8906	0.7078	lr=3e-5;batch=64;AdamW	954163	5010	1.0	9016
1556	0.761	0.6861	lr=8e-6;batch=24;Adagrad	761550	5013	2.0	9009
1557	0.8615	0.5556	lr=1e-4;batch=16;SGD	761550	5013	2.0	9009
1558	0.9002	0.5792	lr=1e-5;batch=16;AdamW	761550	5013	2.0	9009
1559	0.6544	0.6292	lr=2e-5;batch=48;AdamW;warmup=100	667547	5009	4.0	9049
1560	0.7002	0.6408	lr=1e-5;batch=16;AdamW	379249	5009	2.0	9010
1561	0.9659	0.585	lr=5e-6;batch=8;AdamW	379249	5009	2.0	9010
1562	0.6539	0.5772	lr=4e-5;batch=32;AdamW;wd=0.01	892048	5009	5.0	9022
1563	0.8318	0.8241	lr=1e-4;batch=16;SGD	892048	5009	5.0	9022
1564	0.7058	0.7037	lr=2e-5;batch=48;AdamW;warmup=100	761550	5023	1.0	9027
1565	0.6818	0.6073	lr=1e-5;batch=128;Adam	326209	5015	1.0	9018
1566	0.8726	0.8214	lr=3e-5;batch=48;RMSProp	801028	5015	1.0	9008
1567	0.69	0.6838	lr=1e-4;batch=16;SGD	801028	5015	1.0	9008
1568	0.7379	0.6488	lr=8e-6;batch=24;Adagrad	801028	5015	1.0	9008
1569	0.745	0.6303	lr=1e-5;batch=16;AdamW	801028	5015	1.0	9008
1570	0.8959	0.707	lr=4e-5;batch=32;AdamW;wd=0.01	397508	5005	2.0	9037
1571	0.7742	0.7318	lr=1e-5;batch=16;AdamW	459069	5027	3.0	9033
1572	0.7633	0.659	lr=5e-6;batch=8;AdamW	459069	5027	3.0	9033
1573	0.7464	0.6744	lr=2e-4;batch=64;Lion	459069	5027	3.0	9033
1574	0.9552	0.574	lr=5e-6;batch=8;AdamW	140350	5021	2.0	9006
1575	0.9278	0.5952	lr=2e-5;batch=32;AdamW	673217	5018	4.0	9010
1576	0.9251	0.6832	lr=2e-5;batch=48;AdamW;warmup=100	673217	5018	4.0	9010
1577	0.6376	0.5785	lr=3e-5;batch=48;RMSProp	673217	5018	4.0	9010
1578	0.6578	0.6404	lr=3e-5;batch=64;AdamW	864703	5009	1.0	9022
1579	0.6524	0.634	lr=5e-5;batch=32;SGD	864703	5009	1.0	9022
1580	0.7122	0.6578	lr=5e-6;batch=8;AdamW	864703	5009	1.0	9022
1581	0.8885	0.7881	lr=1e-5;batch=128;Adam	864703	5009	1.0	9022
1582	0.6788	0.5505	lr=2e-4;batch=64;Lion	864703	5009	1.0	9022
1583	0.9564	0.8136	lr=2e-5;batch=48;AdamW;warmup=100	159914	5026	3.0	9022
1584	0.7502	0.6916	lr=8e-6;batch=24;Adagrad	159914	5026	3.0	9022
1585	0.659	0.649	lr=2e-5;batch=32;AdamW	159914	5026	3.0	9022
1586	0.8954	0.6496	lr=5e-6;batch=8;AdamW	159914	5026	3.0	9022
1587	0.8608	0.8101	lr=1e-5;batch=128;Adam	159914	5026	3.0	9022
1588	0.7898	0.661	lr=1e-5;batch=16;AdamW	954163	5029	4.0	9015
1589	0.8184	0.7777	lr=1e-4;batch=16;SGD	954163	5029	4.0	9015
1590	0.7594	0.6747	lr=5e-5;batch=32;SGD	954163	5029	4.0	9015
1591	0.8388	0.6446	lr=2e-5;batch=48;AdamW;warmup=100	697735	5027	3.0	9012
1592	0.949	0.9137	lr=2e-4;batch=64;Lion	697735	5027	3.0	9012
1593	0.9129	0.6711	lr=1e-5;batch=16;AdamW	697735	5027	3.0	9012
1594	0.6043	0.5729	lr=3e-5;batch=64;AdamW	849046	5023	1.0	9038
1595	0.7826	0.687	lr=5e-5;batch=32;SGD	849046	5023	1.0	9038
1596	0.894	0.7722	lr=2e-5;batch=48;AdamW;warmup=100	849046	5023	1.0	9038
1597	0.9343	0.5897	lr=2e-4;batch=64;Lion	849046	5023	1.0	9038
1598	0.6869	0.6532	lr=8e-6;batch=24;Adagrad	849046	5023	1.0	9038
1599	0.6667	0.5881	lr=5e-5;batch=32;SGD	653158	5018	4.0	9010
1600	0.6118	0.5786	lr=1e-5;batch=16;AdamW	653158	5018	4.0	9010
1601	0.6248	0.5605	lr=3e-5;batch=48;RMSProp	626869	5010	2.0	9025
1602	0.9794	0.7503	lr=1e-5;batch=16;AdamW	626869	5010	2.0	9025
1603	0.6224	0.5521	lr=1e-4;batch=16;SGD	262895	5025	2.0	9004
1604	0.9358	0.8527	lr=4e-5;batch=32;AdamW;wd=0.01	262895	5025	2.0	9004
1605	0.6111	0.5556	lr=3e-5;batch=48;RMSProp	262895	5025	2.0	9004
1606	0.6597	0.5693	lr=4e-5;batch=32;AdamW;wd=0.01	320703	5011	1.0	9003
1607	0.7911	0.5503	lr=5e-5;batch=32;SGD	320703	5011	1.0	9003
1608	0.9216	0.8391	lr=3e-5;batch=64;AdamW	320703	5011	1.0	9003
1609	0.9683	0.8387	lr=1e-4;batch=16;SGD	974239	5030	4.0	9028
1610	0.8637	0.7308	lr=3e-5;batch=64;AdamW	974239	5030	4.0	9028
1611	0.879	0.7775	lr=1e-5;batch=128;Adam	974239	5030	4.0	9028
1612	0.9303	0.8126	lr=5e-5;batch=32;SGD	974239	5030	4.0	9028
1613	0.6699	0.6295	lr=8e-6;batch=24;Adagrad	742820	5010	1.0	9025
1614	0.8048	0.6051	lr=1e-5;batch=128;Adam	742820	5010	1.0	9025
1615	0.9738	0.8861	lr=1e-5;batch=16;AdamW	742820	5010	1.0	9025
1616	0.9792	0.8791	lr=3e-5;batch=48;RMSProp	742820	5010	1.0	9025
1617	0.9265	0.8068	lr=8e-6;batch=24;Adagrad	810380	5024	1.0	9028
1618	0.7625	0.6029	lr=1e-5;batch=16;AdamW	810380	5024	1.0	9028
1619	0.692	0.6166	lr=5e-5;batch=32;SGD	421663	5027	2.0	9018
1620	0.6766	0.6421	lr=2e-5;batch=48;AdamW;warmup=100	421663	5027	2.0	9018
